2021-07-18 04:29:43,Telkomsel,Indonesia,"b'@DtuSuryadi Hai, Kak Detu. Mohon maaf ya, mengenai keluhan koneksi internet lambat, apakah sebelumnya sudah mencoba\xe2\x80\xa6 https://t.co/vKhsi8oA9G'"
2021-07-18 04:29:24,Pasranto_G,"Kota Medan, Sumatera Utara","b'@Telkomsel  halooo telkomsel kenapa makin kesini jaringan telkomsel lelet banget , uda gitu jaringan suka hilang\xc2\xb2 l\xe2\x80\xa6 https://t.co/j9vctGf0al'"
2021-07-18 04:05:33,Telkomsel,Indonesia,"b'@zahrarisqita Siang, Kak Azzahra. Mengenai kuota nasional merupakan kuota yang bisa digunakan di seluruh Indonesia\xe2\x80\xa6 https://t.co/7zhPnsTIoQ'"
2021-07-18 03:42:13,RikiKurvi,,"b'Disaat orang #DirumajSaja tapi jaringan internet nyaris tidak ada, disitu kadang aku mau teriak... \nCoba cek kawasa\xe2\x80\xa6 https://t.co/Kxhlc0rJif'"
2021-07-18 03:16:42,Anggysiregar16,"Kota Tanjung Pinang, Kepulauan","b'Jadi ceritanya aing teh minta dibeliin sama bapak kartu paket Axis, karena kebetulan jaringan Telkomsel dirumah lg\xe2\x80\xa6 https://t.co/wEW0XThKdD'"
2021-07-18 02:23:52,Telkomsel,Indonesia,"b'@mrsry88 Hai, Kak. Mengenai tarif saat ini sudah ada penyesuaian tarif yang mengacu kepada besaran biaya penggelara\xe2\x80\xa6 https://t.co/6kjgKiLkTg'"
2021-07-18 02:07:16,vidio,Indonesia,b'5 Hari Menuju Awal Perjuangan \xf0\x9f\x87\xae\xf0\x9f\x87\xa9\n\nDukung dan saksikan aksi atlet Indonesia di Olimpiade Tokyo 2020. Pastikan kamu g\xe2\x80\xa6 https://t.co/CmHEFiQE2D'
2021-07-18 01:27:30,Telkomsel,Indonesia,"b'@MF27AF Baik, Kak Arif. Untuk paket Suprise Deal nonton tidak ada urutan dalam pemakaian ya. Paket Suprise Deal ter\xe2\x80\xa6 https://t.co/3pp1YoX60d'"
2021-07-18 01:26:47,Telkomsel,Indonesia,"b'@sasya_aisya Hai, Kak Ayu. Mohon maaf ya, mengenai keluhan tidak sinyal, apakah sebelumnya sudah mencoba refresh de\xe2\x80\xa6 https://t.co/Zk2UvTfEJB'"
2021-07-18 01:26:04,Telkomsel,Indonesia,"b'@trisadewo_sigit @AiiRambe Hai, Kak Sigit. Mohon maaf ya, mengenai keluhan sinyal tidak stabil, apakah sebelumnya s\xe2\x80\xa6 https://t.co/ReQgswTHQs'"
2021-07-18 01:25:15,Telkomsel,Indonesia,"b'@rizhiq_karto Halo, Kak Karto. Mohon maaf ya, mengenai keluhan koneksi internet lambat, apakah sebelumnya sudah men\xe2\x80\xa6 https://t.co/DWSMToMfV5'"
2021-07-18 00:33:04,rizhiq_karto,Universitas Jenderal Soedirman,"b'@Telkomsel gmna nih, skrg kok lemot banget jaringan y, pdahal kuota pokok masih banyak, apalagi menggunakan kuota g\xe2\x80\xa6 https://t.co/Xg9YvxF855'"
2021-07-18 00:14:24,Telkomsel,Indonesia,"b'@notyourspidey @IndiHome Halo, Kak Eligor. Mohon maaf ya, mengenai keluhan koneksi internet lambat, apakah sebelumn\xe2\x80\xa6 https://t.co/FyMGmp7vOh'"
2021-07-17 22:44:00,IdidJunaedi,Pemalang,"b'Solusi yang tak ada jaringan Indihome, pakai Telkomsel ORBIT  klik aja  https://t.co/Fn6JejmZaZ https://t.co/uyjQFZrgBU'"
2021-07-17 22:26:41,DiskominfoMKS,Kota Makassar,"b'RT @kemkominfo: Halo Sobatkom! setelah kominfo memberikan Surat Keterangan Laik Operasi (SKLO) 5G untuk @Telkomsel dan @IndosatOoredoo , mu\xe2\x80\xa6'"
2021-07-17 18:53:14,xLivingWorldx,,b'@byu_id Min jaringan jakarta barat tlg di kuatkan. Sy smpt stop beli 1th. Ini sy beli lagi paket 75gb. Gila min lem\xe2\x80\xa6 https://t.co/Upm4A0aZs0'
2021-07-17 18:14:56,Telkomsel,Indonesia,"b'@ursoupp Mohon Maaf, Kak. Mimin cek dari capture yang diberikan, paket 4G Ceria hanya dapat digunakan di jaringan 4\xe2\x80\xa6 https://t.co/Mt4su3tLaT'"
2021-07-17 17:32:17,Telkomsel,Indonesia,"b'@twtiareew Maaf Kak Windi, jadi ga nyaman. Jika sudah setting jaringan dari otomatis ke manual lalu kembali otomati\xe2\x80\xa6 https://t.co/k5Pn0pGzN8'"
2021-07-17 17:28:28,Telkomsel,Indonesia,"b'@chocochipday Hai, Kak. Maaf ya. Mengenai kendala sinyal, silahkan mencoba untuk refresh jaringan di HPnya dengan c\xe2\x80\xa6 https://t.co/xeexIpJzYU'"
2021-07-17 17:26:28,RezahSitorus,,b'@Telkomsel Bapak kau maaf bolak balik gtu terus ngntd tetap sama aja jaringan'
2021-07-17 17:05:38,nino_na_tris,"Kuningan, Jawa Barat","b'@Telkomsel help me...sinyalnya ada, penuh tapi jaringan internetnya kenapa begitu sangat menyebalkan? bahkan buka twitter pun sulit sekali'"
2021-07-17 16:35:08,Telkomsel,Indonesia,b'@HeraHumairah Maaf Kak Hera. Jika sudah setting jaringan dari otomatis ke manual lalu kembali otomatis namun sinyal\xe2\x80\xa6 https://t.co/PKz9WrPq5e'
2021-07-17 16:17:21,Telkomsel,Indonesia,b'@zianti_tania Maaf Kak Zianti. Jika sudah setting jaringan dari otomatis ke manual lalu kembali otomatis namun siny\xe2\x80\xa6 https://t.co/L2cXUIk9Vx'
2021-07-17 16:07:34,Telkomsel,Indonesia,"b'@kharismasiu @IndiHome Hai, Kak Kharisma. Maaf ya. Terkait kendala sinyal, apakah sudah setting jaringan dari otoma\xe2\x80\xa6 https://t.co/e0nAMm27if'"
2021-07-17 16:02:35,Telkomsel,Indonesia,b'@st_boanerges Maaf Kak Boanerges. Jika sudah setting jaringan dari otomatis ke manual lalu kembali otomatis namun s\xe2\x80\xa6 https://t.co/aavEaALqWS'
2021-07-17 15:44:29,sukamakanudang,,"b'@Telkomsel jaringannya jelek lagi nih. Saya udah pindah mode jaringan, reboot dan segala macam. Masih belum bagus s\xe2\x80\xa6 https://t.co/P3F6MqKUHx'"
2021-07-17 15:32:25,Telkomsel,Indonesia,"b'@Eqsurvey Hai, Kak. Maaf ya. Mengenai kendala sinyal,silahkan mencoba untuk refresh jaringan di HPnya dengan cara m\xe2\x80\xa6 https://t.co/mnx34uYNk3'"
2021-07-17 15:21:54,Telkomsel,Indonesia,b'@_nandaPr Maaf Kak Nanda. Jika sudah setting jaringan dari otomatis ke manual lalu kembali otomatis namun sinyal te\xe2\x80\xa6 https://t.co/dPqiiD6xXd'
2021-07-17 15:20:05,Telkomsel,Indonesia,b'@gnocnap Maaf Kak Reza. Jika sudah setting jaringan dari otomatis ke manual lalu kembali otomatis namun sinyal teta\xe2\x80\xa6 https://t.co/uX42JHM5KW'
2021-07-17 15:14:24,Telkomsel,Indonesia,b'@usanokuki Maaf Kak. Jika sudah setting jaringan dari otomatis ke manual lalu kembali otomatis namun sinyal tetap b\xe2\x80\xa6 https://t.co/kre2OOecD2'
2021-07-17 15:10:58,usanokuki,,b'@Telkomsel ini kenapa jaringan down'
2021-07-17 15:05:57,Telkomsel,Indonesia,b'@whyni___ Maaf Kak. Jika sudah setting jaringan dari otomatis ke manual lalu kembali otomatis namun sinyal tetap be\xe2\x80\xa6 https://t.co/mPuxlPWo5k'
2021-07-17 14:50:31,Telkomsel,Indonesia,b'@Ahmadanni Maaf Kak Danni. Jika sudah setting jaringan dari otomatis ke manual lalu kembali otomatis namun sinyal t\xe2\x80\xa6 https://t.co/GQ0HaiZyJ3'
2021-07-17 14:48:52,Ahmadanni,Kandangan-Banjarbaru no 66,b'@Telkomsel kenapa selalu lemot sih??? Beli paket mahal-mahal tapi kualitas jaringan kaya taiiik'
2021-07-17 14:38:55,Telkomsel,Indonesia,"b'@iduplagilah Hai, Kak. Maaf ya. Jika sinyal lemah, udah coba pindahin jaringan dari otomatis ke manual dan kembalik\xe2\x80\xa6 https://t.co/nio1lb3rDU'"
2021-07-17 14:36:02,andilist_,,"b'@Telkomsel uda restart berkali kali , uda matikan jaringan , cari jaringan manual tetap sama'"
2021-07-17 14:34:54,Telkomsel,Indonesia,"b'@MhrZain @Tiara18384237 Hai, Kak Zaini. Maaf ya. Terkait kendala jaringan tidak stabil, apakah sudah setting jaring\xe2\x80\xa6 https://t.co/uT4zqmJ4sa'"
2021-07-17 14:30:45,MhrZain,,"b'@Telkomsel @Tiara18384237 Persis mba ini kendala saya. Tiba-tiba jaringan jadi 2G, udah di restart on/off tetep sam\xe2\x80\xa6 https://t.co/Rfnz0UqmdI'"
2021-07-17 14:28:33,DaimanIsmail,,b'Kok Telkomsel makin banyak gratisan makin lemot ya.. katanya jaringann elite.. apa cuman katanya juga jaringan bagus \xf0\x9f\x98\x8c'
2021-07-17 14:25:34,Telkomsel,Indonesia,b'@shbatambayar Maaf Kak. Jika sudah setting jaringan dari otomatis ke manual lalu kembali otomatis namun sinyal teta\xe2\x80\xa6 https://t.co/Vy59n2lSuD'
2021-07-17 14:20:52,shbatambayar,"Ciamis, Indonesia","b'@Telkomsel jaringan nya lagi down apa gimanaa ini, kasih kepastian dong jgn di ghosting mulu'"
2021-07-17 14:12:09,Telkomsel,Indonesia,"b'@maulana1976 Hi, Kak Maulana. Jika HP sudah support, kartu sudah USIM (kartu 4G) dan wilayah sudah ter-cover jaring\xe2\x80\xa6 https://t.co/sxgFaErbAc'"
2021-07-17 14:09:41,apakabar_u,,"b'Elah telkomsel, beli kuota mahal2 jaringan ttp aja jelek\xf0\x9f\x98\xb6'"
2021-07-17 14:09:25,Tiara18384237,,"b'@Telkomsel Tolong jaringan diperbaiki lagi min, harus sejalan dengan biaya yang kami keluarkan, semenjak trouble be\xe2\x80\xa6 https://t.co/Zabavf3N6S'"
2021-07-17 14:09:09,Telkomsel,Indonesia,b'@peachylionxx Maaf Kak. Jika sudah setting jaringan dari otomatis ke manual lalu kembali otomatis namun sinyal teta\xe2\x80\xa6 https://t.co/S5fknozxKs'
2021-07-17 14:07:49,maulana1976,,b'@Telkomsel Min pengguna kartu halo apakah otomatis dapat layanan 5G jika memakai hp yang sudah support 5G?atau mest\xe2\x80\xa6 https://t.co/AAYk3rZGSz'
2021-07-17 14:05:43,indomiejumboo,"Bandar Lampung, Lampung",b'@Telkomsel Sudah bosen saya On Off jaringan tetep aja lelet jaringan internetnya'
2021-07-17 14:05:22,Telkomsel,Indonesia,"b'@xxmejikuhibiniu Hai, Kak. Maaf ya. Terkait internet lambat, sudah coba untuk refresh jaringan dengan cara On/Off A\xe2\x80\xa6 https://t.co/PsfMHwglN9'"
2021-07-17 14:03:04,Telkomsel,Indonesia,b'@ninadzrh Maaf Kak Nina. Jika sudah setting jaringan dari otomatis ke manual lalu kembali otomatis namun sinyal tet\xe2\x80\xa6 https://t.co/WwIYut0Trm'
2021-07-17 14:01:02,Telkomsel,Indonesia,b'@cintyaayuputri Maaf ya Kak Cintya \xf0\x9f\x98\x9f Semoga kedepannya jaringan selalu lancar digunakan ya. Kalo ada yang mau ditan\xe2\x80\xa6 https://t.co/X3rfeQ8JGK'
2021-07-17 13:58:50,indomiejumboo,"Bandar Lampung, Lampung",b'@Telkomsel kenapa jaringan internet 4G gangguan mulu ya di bandar lampung'
2021-07-17 13:56:18,sdrwydie,Indonesia,"b'@Telkomsel saat ini juga masih ngelag jaringan 4G telkomsel, lokasi Bukit kapur Dumai Riau'"
2021-07-17 13:53:05,sdrwydie,Indonesia,b'halo @Telkomsel kenapa jaringan 4Gmu akhir akhir ini ngelag bangett?'
2021-07-17 13:49:40,Telkomsel,Indonesia,"b'@ketakketikketuk Hai, Kak Maya. Maaf ya. Terkait tidak bisa nelpon Call Center 188, sudah coba untuk refresh jaring\xe2\x80\xa6 https://t.co/56mkENSAar'"
2021-07-17 13:45:42,Telkomsel,Indonesia,"b'@thenhibee Hai, Kak. Maaf ya. Terkait internet lambat, sudah coba untuk refresh jaringan dengan cara On/Off Airplan\xe2\x80\xa6 https://t.co/5K28EwWRzC'"
2021-07-17 13:44:51,BSLestari,"Badung, Bali","b'RT @indrianvoice: @blluepajama Hal : Pengaduan \n\nKepada\nYth. @Telkomsel \nDi tempat\n\nDengan hormat, \nDengan datangnya pengaduan ini saya @in\xe2\x80\xa6'"
2021-07-17 13:27:46,JHK_Official,"Medan Johor, Indonesia","b'Uda PPKM jaringan lu buat ulah juga. Lama-lama ganti provider yang bener. Punya lu menang mahal doang, disebelah ba\xe2\x80\xa6 https://t.co/Y5XXDNWvTK'"
2021-07-17 13:20:09,luckyndru,,b'Udah beberapa hari jaringan internetnya telkomsel sampah banget. Gempar gempor promo tapi jaringannya bangke.'
2021-07-17 13:15:40,indrianvoice,"Sekadau Regency, Indonesia","b'@blluepajama Hal : Pengaduan \n\nKepada\nYth. @Telkomsel \nDi tempat\n\nDengan hormat, \nDengan datangnya pengaduan ini sa\xe2\x80\xa6 https://t.co/r5W046r0Dg'"
2021-07-17 13:04:20,Telkomsel,Indonesia,"b'@iajfatih Hai, Kak Fatih. Maaf kalau sinyalnya tidak stabil\xf0\x9f\x98\xa2 Udah Refresh Jaringan dgn pindahkan dari otomatis ke m\xe2\x80\xa6 https://t.co/0SIt8r875J'"
2021-07-17 13:02:39,Telkomsel,Indonesia,"b'@ben_sandhi Hai, Kak Ben. Maaf kalau sinyal 4G tidak stabil\xf0\x9f\x98\xa2 Udah Refresh Jaringan dgn pindahkan dari otomatis ke m\xe2\x80\xa6 https://t.co/o79amoZDBQ'"
2021-07-17 12:51:41,KyungKyungsoooo,,b'Percuma kuota @Telkomsel banyak tapi jaringan H+ https://t.co/wALGaNcxIb'
2021-07-17 12:48:55,Telkomsel,Indonesia,"b'@BunkRorie Hai, Kak Bunk. Maaf. Mengenai migrasi dari kartuHalo ke prabayar, belum bisa dilakukan untuk semua nomor\xe2\x80\xa6 https://t.co/MjcfZii6pi'"
2021-07-17 12:37:15,Telkomsel,Indonesia,"b'@ArisSet08 Hai, Kak Aris. Maaf ya. Terkait internet lambat, sudah coba untuk refresh jaringan dengan cara On/Off Ai\xe2\x80\xa6 https://t.co/hdm0IJekrt'"
2021-07-17 12:30:52,Telkomsel,Indonesia,"b'@GregorGeorge_91 Hai, Kak Greg. Maaf kalau sinyalnya hilang\xf0\x9f\x98\xa2 Udah Refresh Jaringan dgn pindahkan dari otomatis ke m\xe2\x80\xa6 https://t.co/RKVna8fEzh'"
2021-07-17 12:19:57,Fey_La,Earth,"b'@Telkomsel Uda min cape aku tuh, bolak balik setel ke airplane mode, sampe bolak balik pindahin jaringan 4G ke 3G nya \xf0\x9f\xa5\xba\xf0\x9f\xa5\xba'"
2021-07-17 12:18:54,NandoSTR,Earth,b'Jaringan telkomsel disini kayak keong'
2021-07-17 12:17:02,minosyahmadi,"Simalungun, Sumatera Utara",b'RT @Telkomsel: Ini dia fakta-fakta tentang 5G yang wajib kamu tahu! Pastinya jaringan Telkomsel 5G ini yang bakal bawa sesuatu dari masa de\xe2\x80\xa6'
2021-07-17 12:16:53,Telkomsel,Indonesia,b'Ini dia fakta-fakta tentang 5G yang wajib kamu tahu! Pastinya jaringan Telkomsel 5G ini yang bakal bawa sesuatu dar\xe2\x80\xa6 https://t.co/tIp4HJMvJo'
2021-07-17 12:10:51,Telkomsel,Indonesia,"b'@muhaiminovic Hai, Kak Muhaiminovic. Maaf kalau tdk ada sinyal 4G dan belum terima kode otp. Udah Refresh Jaringan\xe2\x80\xa6 https://t.co/kCnZhnQISJ'"
2021-07-17 12:00:02,Telkomsel,Indonesia,"b'@FRucmana Hai, Kak Fahendra. Maaf ya, untuk keluhan tidak bisa login aplikasi Mobile Banking, sudah coba untuk refr\xe2\x80\xa6 https://t.co/yUQS8gucdW'"
2021-07-17 11:53:34,Rbesar___,indonesia,"b'RT @vidio: @Rbesar___ Hai kak, pengguna jaringan Telkomsel gratis mengakses tayangan Olimpiade Tokyo ya di aplikasi Vidio \xf0\x9f\x98\x8a\xf0\x9f\x99\x8f PS'"
2021-07-17 11:53:13,vidio,Indonesia,"b'@Rbesar___ Hai kak, pengguna jaringan Telkomsel gratis mengakses tayangan Olimpiade Tokyo ya di aplikasi Vidio \xf0\x9f\x98\x8a\xf0\x9f\x99\x8f PS'"
2021-07-17 11:39:10,wberryka,,b'117GB Kuota TRI Hanya 120K \xf0\x9f\x94\xa5\n\naktif 30 hari\n- 17GB All Jaringan\n- 40GB Kuota Weekend\n- 60GB Pada Jam 01.00 - 17.00\xe2\x80\xa6 https://t.co/ETApGmmszJ'
2021-07-17 11:30:46,vidio,Indonesia,b'Tim Archery &amp; Shooting Indonesia untuk Olimpiade Tokyo \xf0\x9f\x87\xae\xf0\x9f\x87\xa9\n\nIni dia pahlawan Indonesia untuk cabang Archery &amp; Shooti\xe2\x80\xa6 https://t.co/dNSUleltFJ'
2021-07-17 11:13:43,Yutaofficialtwt,eroda,b'YANG PAKE TELKOMSEL. JARINGAN KALIAN ILANG GAK?'
2021-07-17 11:04:55,Lisa2703Love,,"b'RT @byu_id: Jadi sultan pake by.U aja! Bebas pilih nomor dan kuota semaumu, internetan byUbas kapan aja karena pake jaringan Telkomsel~\n\nYu\xe2\x80\xa6'"
2021-07-17 10:38:11,Telkomsel,Indonesia,"b'@IAAfnitamal Hai, Kak Afnitamal. Maaf ya. Jika sinyal ga stabil, udah coba pindahin jaringan dari otomatis ke manua\xe2\x80\xa6 https://t.co/c9rzZD95ua'"
2021-07-17 10:32:26,Telkomsel,Indonesia,"b'@KyungKyungsoooo Hai, Kak Kyung. Maaf kalau sinyalnya lemah\xf0\x9f\x98\xa2 Udah Refresh Jaringan dgn pindahkan dari otomatis ke m\xe2\x80\xa6 https://t.co/E4RBbcoFN4'"
2021-07-17 10:17:23,Telkomsel,Indonesia,"b'@woorixiaojun Hai, Kak. Maaf ya :( perihal kendala sinyal. Apa sudah coba pindahkan jaringan dari otomatis ke manua\xe2\x80\xa6 https://t.co/3MXb2sZyR1'"
2021-07-17 10:06:06,pasaktenda_,,"b'@Telkomsel min, ini kok setiap saya beli paket pasti jaringan whatsappnya jelek banget, padahal sinyal 4G full, ins\xe2\x80\xa6 https://t.co/WblU3AdRmQ'"
2021-07-17 09:48:41,anas_erindra,Solo - Indonesia,b'RT @GNFI: 4G - Era Konten Kreatif\n\nTeknologi ini pertama kali diuji coba di Indonesia oleh Telkomsel pada 2013 bertempat di Bali. Baru dilu\xe2\x80\xa6'
2021-07-17 09:36:44,Telkomsel,Indonesia,"b'@dodddod Hai, Kak Dod. Maaf kalau sinyalnya tidak stabil\xf0\x9f\x98\xa2 Udah Refresh Jaringan dgn pindahkan dari otomatis ke manu\xe2\x80\xa6 https://t.co/qksAgVqmRv'"
2021-07-17 09:32:30,dodddod,Di waktu luangmu,b'@Telkomsel kenapa jaringan di tempat kami beberapa hari ini sangat tidak stabil dari LTE langsung drop ke Edge beru\xe2\x80\xa6 https://t.co/6Cqvg5Z5wJ'
2021-07-19 16:40:02,kunaonbeb,Jabar,b'@Telkomsel Saya belum mencoba pindahkan jaringan dari otomatis ke manual dan ke otomatis lagi soalnya seperti ini s\xe2\x80\xa6 https://t.co/UOi5LijOA7'
2021-07-19 16:37:38,Telkomsel,Indonesia,"b'@kunaonbeb Hai, Kak. Maaf ya, perihal kendala gaada sinyal. Apa sudah coba pindahkan jaringan dari otomatis ke manu\xe2\x80\xa6 https://t.co/TkKwUPlUxD'"
2021-07-19 16:18:45,Telkomsel,Indonesia,b'@sarunganwae sinyal yang tidak stabil. Apakah sudah mencoba refresh dengan cara pindahkan mode jaringan dari otomat\xe2\x80\xa6 https://t.co/qcoXzTkfZS'
2021-07-19 16:18:30,Telkomsel,Indonesia,"b'@sarunganwae Halo, Kak. Maaf ya, terkait tarif paket data mengacu kepada besaran biaya pengeluaran jaringan yang be\xe2\x80\xa6 https://t.co/kn99wdjcIT'"
2021-07-19 16:10:16,irawandr_,"Pekalongan, Indonesia","b'See, setiap ada keluhan daei lebih penggunanya selalu dibales dengan tamplate yang kurang lebih sama gini, bro ini\xe2\x80\xa6 https://t.co/uHUA0ilRBK'"
2021-07-19 16:08:26,Telkomsel,Indonesia,"b'@irawandr_ Hai, Kak Agi. Maaf banget ya jadi ga nyaman. Terkait keluhan sinyal yang tidak stabil. Jika sudah mencob\xe2\x80\xa6 https://t.co/HHQFW8Rp1V'"
2021-07-19 15:59:42,Telkomsel,Indonesia,"b'@destiDBL Maaf ya, Kak Desti \xf0\x9f\x98\x9f Untuk kendala sinyal, Jika sudah coba pindahin jaringan dari otomatis ke manual dan\xe2\x80\xa6 https://t.co/7D9quQjMp8'"
2021-07-19 15:50:47,Telkomsel,Indonesia,"b'@Afrians37396330 Maaf ya, Kak Afriansyah \xf0\x9f\x98\x9f Jika sinyal ga stabil, udah coba pindahin jaringan dari otomatis ke manu\xe2\x80\xa6 https://t.co/VBXw01Ejtm'"
2021-07-19 15:50:39,Telkomsel,Indonesia,"b'@_kumbakarna Hai, Kak. Maaf ya :( perihal kendala jaringan. Apa sudah coba pindahkan jaringan dari otomatis ke manu\xe2\x80\xa6 https://t.co/Vo2c3Dd8rx'"
2021-07-19 15:48:10,_kumbakarna,Pekanbaru - Surabaya,b'@Telkomsel jaringan bwosok dobol'
2021-07-19 15:46:19,il_gigikita,Bekasi,b'@Telkomsel Makin paraaaaah\xf0\x9f\x98\xa0\xf0\x9f\x98\xa0\xf0\x9f\x98\xa0\xf0\x9f\x98\xa0 jaringan @Telkomsel'
2021-07-19 15:35:47,Telkomsel,Indonesia,"b'@badrus_MBZ Hai, Kak Badrus. Maaf ya jadi ga nyaman. Terkait keluhan akses data lambat, Sebelumnya apakah sudah ref\xe2\x80\xa6 https://t.co/u4eGNdjDNW'"
2021-07-19 15:28:35,Telkomsel,Indonesia,"b'@airinele Halo, Kak. Maaf ya, terkait tarif paket data mengacu kepada besaran biaya pengeluaran jaringan yang berbe\xe2\x80\xa6 https://t.co/MOjG43D1mQ'"
2021-07-19 15:24:18,Telkomsel,Indonesia,"b'@airinele Hai, Kak. Maaf ya. Perihal kendala sinyal. Apa Kakak sudah pindahkan jaringan dari otomatis ke manual dan\xe2\x80\xa6 https://t.co/Zz5Kp7ws67'"
2021-07-19 15:21:20,Telkomsel,Indonesia,"b'@wildhanfajri Hai, Kak Wildhan. Maaf ya, perihal kendala jaringan. Apa sudah coba pindahkan jaringan dari otomatis\xe2\x80\xa6 https://t.co/HCBptc5d60'"
2021-07-19 15:17:41,Telkomsel,Indonesia,"b'@themilkyywayy Hai, Kak. Maaf ya jadi ga nyaman. Terkait keluhan akses data lambat, Sebelumnya apakah sudah refresh\xe2\x80\xa6 https://t.co/5kITRplRlJ'"
2021-07-19 15:16:55,MamankRacing15,,b'@Telkomsel ini jaringan internetnya kenapa dah?punya paket tapi kaya ga punya paket internet https://t.co/5UROXEtkFK'
2021-07-19 15:16:21,Biangkerok_27,Jepang,b'@tasfdgbi Jaringan Telkomsel ku malah bikin emosi juga.'
2021-07-19 15:14:53,tafia___,"Wonosobo, Indonesia","b'@heydearr_ Aku pake Telkomsel belinya yang 10 GB / 55 ribu, pengen ganti tapi di tempatku adanya jaringan telkomsel doang\xf0\x9f\x98\xad'"
2021-07-19 15:06:42,themilkyywayy,,"b'dear @Telkomsel kenapa jaringan Halo saya lebih lemot daripada As saya? padahal sama2 di jaringan 4G, saya ganti ke\xe2\x80\xa6 https://t.co/muLxz7tGK7'"
2021-07-19 14:59:27,miymimyohae,she / her,b'@Telkomsel kenapa jaringan telkomsel dari kemarin lama banget ya? Udah direstart segala macem tetep aja lemot parah'
2021-07-19 14:50:23,Telkomsel,Indonesia,"b'@yeontanjg Hai, Kak. Mengenai kuota lokal merupakan kuota yang hanya dapat digunakan di lokasi saat Kakak melakukan\xe2\x80\xa6 https://t.co/sd9QnOudHd'"
2021-07-19 14:47:41,Myruko_,,b'Jaringan Telkomsel di porsea benar2 parah'
2021-07-19 14:44:28,Telkomsel,Indonesia,b'@DtegoehP sinyal yang tidak stabil. Apakah sudah mencoba refresh dengan cara pindahkan mode jaringan dari otomatis\xe2\x80\xa6 https://t.co/xkYf5vwhvH'
2021-07-19 14:44:12,Telkomsel,Indonesia,"b'@DtegoehP Halo, Kak. Maaf ya, terkait tarif paket data mengacu kepada besaran biaya pengeluaran jaringan yang berbe\xe2\x80\xa6 https://t.co/rbbjhZOS4i'"
2021-07-19 14:42:42,Telkomsel,Indonesia,"b'@indyismaya Hai, Kak. Maaf ya. Mengenai kendala sinyal, silahkan mencoba untuk refresh jaringan di HPnya dengan car\xe2\x80\xa6 https://t.co/gG7Erq2cPo'"
2021-07-19 14:42:14,DtegoehP,Padang west sumatra,b'Dear Telkomsel\nUdah bayar mahal paket nya jaringan jangan jelek dong @Telkomsel malu sama harga'
2021-07-19 14:35:43,Telkomsel,Indonesia,"b'@aldilachristy Hai, Kak. Maaf ya. Mengenai kendala sinyal, silahkan mencoba untuk refresh jaringan di HPnya dengan\xe2\x80\xa6 https://t.co/exQXb9JM1v'"
2021-07-19 14:34:29,Telkomsel,Indonesia,"b'@rezkygezod Maaf ya, Kak :( Perihal internet lambat. Apa Kakak sudah coba refresh jaringan dengan cara OFF-ON data\xe2\x80\xa6 https://t.co/96aGGzlP0M'"
2021-07-19 14:33:44,aldilachristy,Indonesia,"b'Woiiii @Telkomsel @telkomselflash lagi kenapa si jaringan ?\nSomething wrong ?\nLagi streaming nih, so please lah \xf0\x9f\x92\x94'"
2021-07-19 14:08:05,bagaas_hermawan,"Cilacap Utara, Indonesia",b'@Telkomsel Selamat Malam. Saya mau nanya. \nApakah jika menggunakan paket Combo Sakti MAX (Promo) kualitas/kecepatan\xe2\x80\xa6 https://t.co/oYAiedTp78'
2021-07-19 14:02:59,Telkomsel,Indonesia,"b'@coupdgraces Maaf ya, Kak Jordan \xf0\x9f\x98\x9f Jika sinyal ga stabil, udah coba pindahin jaringan dari otomatis ke manual dan k\xe2\x80\xa6 https://t.co/379sIajff6'"
2021-07-19 13:38:21,vidio,Indonesia,b'@fransiscasc710 Untuk pengguna jaringan @telkomsel gratis akses Olimpiade di Vidio ya \xf0\x9f\x98\x8a\xf0\x9f\x99\x8f PS'
2021-07-19 13:29:01,Telkomsel,Indonesia,b'@mdzikrinf_ Maaf Kak Dzikri. Jika sudah setting jaringan dari otomatis ke manual lalu kembali otomatis namun sinyal\xe2\x80\xa6 https://t.co/FYbmiol5Um'
2021-07-19 13:21:52,Telkomsel,Indonesia,b'@prwittyhearts Maaf Kak. Jika sudah setting jaringan dari otomatis ke manual lalu kembali otomatis namun sinyal tet\xe2\x80\xa6 https://t.co/igY5wYj5Xy'
